Accession	Name	Description	ID
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	37124
ARO:3000745	antibiotic sensitive dihydrofolate reductase	Dihydrofolate reductase synthesizes the co-enzyme tetrahydrofolic acid, which is also an essential precursor in the de novo synthesis of the DNA nucleotide thymidine.	37125
ARO:3000746	mepR	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	37126
ARO:3000747	mef	Mef efflux pumps are MFS-type transporters that confer macrolide resistance in Streptococcus pneumoniae.	37127
ARO:3000748	subunit of efflux pump conferring antibiotic resistance	Subunits of efflux proteins that pump antibiotic out of a cell to confer resistance.	37128
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	37129
ARO:3000750	protein of two-component regulatory system modulating antibiotic efflux	A protein, either a histidine kinase or a response regulator, that is part of a two-component regulatory system that directly or indirectly change rates of antibiotic efflux.	37130
ARO:3000753	abeM	AbeM is an multidrug efflux pump found in Acinetobacter baumannii.	37133
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	37134
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	37135
ARO:3000756	30S ribosomal subunit P-site	The P-site of the ribosome binds the peptidyl-tRNA with the growing polypeptide chain. Antibiotics that target the P-site block fMet-tRNA from entering, thus inhibiting peptide elongation.	37136
ARO:3000757	50S ribosomal subunit P-site	The P-site of the ribosome binds the peptidyl-tRNA with the growing polypeptide chain, and is a common target for many antibiotics that inhibit the 50S ribosomal subunit. Some antibiotics (oxazolidinones) block the 50S subunit from interacting with the 30S subunit to prevent the formation of the ribosomal complex. Other antibiotics (thiostrepton) block the 50S subunit from interacting with elongation factors G and Tu (EF-G, Ef-Tu), preventing GTP-dependent reactions of peptidyl transferase, and translocation, respectively. Other antibiotics (macrolides) prevent protein translocation.	37137
ARO:3000758	fosmidomycin	Fosmidomycin is an inhibitor of 1-deoxy-D-xylulose 5-phosphate reductoisomerase, an enzyme in the non-mevalonate pathway for isoprenoid synthesis. It is active against enterobacteria, but not against Gram-positive bacteria or anaerobes.	37138
ARO:3000759	fusidic acid	Fusidic acid is the only commercially available fusidane, a group of steroid-like antibiotics. It is most active against Gram-positive bacteria, and acts by inhibiting elongation factor G to  block protein synthesis.	37139
ARO:3000760	cycloserine	Cycloserine is an anti-mycobacterial agent, and is active against enterobacteria, streptococci, M. tuberculosis, Staphylococcus aureus, and many Gram-negative and Gram-positive bacteria. It inhibits cell wall biosynthesis.	37140
ARO:3000761	mecillinam	Mecillinam is a broad-spectrum beta-lactam antibiotic that was semi-synthetically derived to have a different drug centre, being a 6-alpha-amidinopenicillanate instead of a 6-alpha-acylaminopenicillanate. Contrasting most beta-lactam drugs, mecillinam is most active against Gram-negative bacteria. It binds specifically to penicillin binding protein 2 (PBP2).	37141
ARO:3000762	pefloxacin	Pefloxacin is structurally and functionally similar to norfloxacin. It is poorly active against mycobacteria, while anaerobes are resistant.	37142
ARO:3000763	antibiotic sensitive embC	EmbC is an arabinosyltransferase involved in lipoarabinomannan synthesis.	37143
ARO:3000764	antibiotic sensitive embA	EmbA is an arabinosyltransferase that works as a heterodimer with EmbB. It is involved in the synthesis of arabinogalactan, a component of the mycobacterial cell wall.	37144
ARO:3000765	antibiotic sensitive embB	EmbB is an arabinosyltransferase that works as a heterodimer with EmbA. It is involved in the synthesis of arabinogalactan, a component of the mycobacterial cell wall.	37145
ARO:3000766	antibiotic sensitive topoisomerase subunit	Topoisomerases are responsible for winding and relaxing supercoiled DNA. The subunits of gyrase (gyrA, gyrB) and topoisomerase IV (parC, parE, parY) are targeted by antibiotics.	37146
ARO:3000767	avoparcin	Avoparcin is a glycopeptide antibiotic that is an analog of vancomycin. It was formally used to treat animals, but has since been banned because of its selection for vancomycin-resistant enterococci.	37147
ARO:3000768	abeS	AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.	37148
ARO:3000769	PatA-PatB	PatA-PatB is an efflux protein complex that is associated with fluoroquinolone resistance in Streptococcus pneumoniae. Experiments indicate that PatA and PatB form a heterodimeric transporter.	37149
ARO:3000770	AdeABC	AdeABC is an RND multidrug efflux system in Acinetobacter species, notably A. baunmannii. AdeA is a membrane fusion protein, AdeB is the inner membrane transporter, and AdeC is the outer membrane factor. It confers resistance to tigecycline.	37150
ARO:3000771	AdeFGH	AdeFGH is a RND multidrug efflux pump expressed in Acinetobacter baumannii. It confers resistance to fluoroquinolone, tetracycline, tigecycline, chloramphenicol, clindamycin, trimethoprim, and sulfamethoxazole.	37151
ARO:3000772	AdeIJK	AdeIJK is a RND multidrug efflux pump expressed in Acinetobacter baumannii. It contributes to resistance for beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolone, fusidic acid, novobiocin, rifampicin, trimethoprim, acridine, pyronine, and safranin.	37152
ARO:3000773	CmeABC	CmeABC is a multidrug efflux pump in Campylobacter jejuni. Its overexpression led to enhanced resistance to ciprofloxacin, norfloxacin, cefotaxime, fusidic acid, and erythromycin. CmeA acts as the periplasmic fusion protein, CmeB is the inner membrane transporter, and CmeC is an outer membrane protein.	37153
ARO:3000774	adeA	AdeA is the membrane fusion protein of the multidrug efflux complex AdeABC.	37154
ARO:3000775	adeB	AdeB is the multidrug transporter of the adeABC efflux system.	37155
ARO:3000777	adeF	AdeF is the membrane fusion protein of the multidrug efflux complex AdeFGH.	37157
ARO:3000778	adeG	AdeG is the inner membrane transporter of the AdeFGH multidrug efflux complex.	37158
ARO:3000779	adeH	AdeH is the outer membrane channel protein of the AdeFGH multidrug efflux complex.	37159
ARO:3000780	adeI	AdeI is the membrane fusion protein of the AdeIJK multidrug efflux complex.	37160
ARO:3000781	adeJ	AdeJ is a RND efflux protein that acts as the inner membrane transporter of the AdeIJK efflux complex. It has 57% identity with E. coli AcrB.	37161
ARO:3000782	adeK	AdeK is the outer membrane factor protein in the adeIJK multidrug efflux complex.	37162
ARO:3000783	cmeA	CmeA is the membrane fusion protein of the CmeABC multidrug efflux complex.	37163
ARO:3000784	cmeB	CmeB is the inner membrane transporter the CmeABC multidrug efflux complex.	37164
ARO:3000785	cmeC	CmeC is the outer membrane channel protein of the CmeABC multidrug efflux complex.	37165
ARO:3000786	MdsABC	MdsABC, or GesABC, is a RND-type efflux complex found in Salmonella. In addition to its metal-efflux system, GesABC is also capable of exporting beta-lactams, chloramphenicol, and thiamphenicol. GesB is the inner membrane transporter and is similar to MexF; GesA is the membrane-fusion protein, and GesC is the outer membrane factor.	37166
ARO:3000787	MdtABC-TolC	MdtABC-TolC is a multidrug efflux system in Gram-negative bacteria, including E. coli and Salmonella. MdtA is a membrane fusion protein; TolC is the outer membrane channel; MdtBC form a drug transporter. In the absence of MdtB, the MdtAC-TolC has narrower drug specificity, leading to the loss of novobiocin resistance, for example.	37167
ARO:3000788	MdtEF-TolC	MdtEF-TolC is a multidrug efflux complex in Gram-negative bacteria, including E. coli. MdtE is the membrane fusion protein, MdtF is the inner membrane transporter, while TolC is the outer membrane channel.	37168
ARO:3000789	mdsA	MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.	37169
ARO:3000790	mdsB	MdsB is the inner membrane transporter of the multidrug and metal efflux complex MdsABC. mdsB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 (gene name: mexQ) and 2 loci in Pseudomonas aeruginosa LESB58.	37170
ARO:3000791	mdsC	MdsC is the outer membrane channel of the multidrug and metal efflux complex MdsABC.	37171
ARO:3000792	mdtA	MdtA is the membrane fusion protein of the multidrug efflux complex mdtABC.	37172
ARO:3000793	mdtB	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	37173
ARO:3000794	mdtC	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB, MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	37174
ARO:3000795	mdtE	MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.	37175
ARO:3000796	mdtF	MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.	37176
ARO:3000797	MexCD-OprJ	MexCD-OprJ is a multidrug efflux protein expressed in the Gram-negative Pseudomonas aeruginosa. MexC is the membrane fusion protein; MexD is the inner membrane transporter; and OprJ is the outer membrane channel. MexAB-OprM is associated with resistance to fluoroquinolones, chloramphenicol, and macrolides. MexCD-OprJ is typically quiescent in wild-type cells, with expression following mutation of the nfxB gene that is divergently transcribed from the mexCD-oprJ operon and encodes a repressor of mexCD-oprJ expression. Expression of mexCD–oprJ is controlled by a single known regulator, the NfxB repressor encoded by the nfxB gene, which is transcribed divergently from the efflux genes.	37177
ARO:3000798	MexEF-OprN	MexEF-OprN is a multidrug efflux protein expressed in the Gram-negative Pseudomonas aeruginosa. MexE is the membrane fusion protein; MexF is the inner membrane transporter; and OprN is the outer membrane channel. MexEF-OprN is associated with resistance to fluoroquinolones, chloramphenicol, and trimethoprim. Regulation of mexEF-oprN operon expression is multifaceted with the MexT activator being one of the most prominent regulatory proteins. MexEF-OprN is the only positively regulated RND pump of P. aeruginosa.	37178
